product_id,title,assigned_leaf_id,assigned_leaf_name,assigned_leaf_path,top_level_id,top_level_name,score,top3_leaf_ids,top3_leaf_names,top3_scores,needs_review,review_reason
B0080ZQQDW,"Decorative Ornamental River Pebbles Rocks for Fresh Water Fish Animal Plant Aquariums, Landscaping, Home Decor etc, Snow White Color, 10lbs, 1.0""-1.5",sports_equipment_fishing,Fishing,Products > Outdoor Goods > Outdoor Recreation > Fishing,outdoor_goods,Outdoor Goods,0.3119,sports_equipment_fishing|home_goods_decor_vases|home_goods_decor_wall_art,Fishing|Decorative Vases|Wall Art,0.3119|0.3066|0.2823,true,low_confidence|ambiguous_top2
B075D3KK8G,"RJ Quality Product Design Crochet Tablecloth, Off White",home_goods_furniture_outdoor,Outdoor Furniture,Products > Home Goods > Furniture > Outdoor Furniture,home_goods,Home Goods,0.3313,home_goods_furniture_outdoor|home_goods_furniture_living_room|home_goods_decor_rugs,Outdoor Furniture|Living Room Furniture|Home Rugs,0.3313|0.2419|0.2342,true,low_confidence
B07RG21QPD,"Quasar Science Q-15X Crossfade Linear 15W Bi-Color LED Lamp, 1'",home_goods_decor_lighting,Decorative Lighting,Products > Home Goods > Home Decor > Decorative Lighting,home_goods,Home Goods,0.2839,home_goods_decor_lighting|home_goods_decor_candles|home_goods_decor_vases,Decorative Lighting|Decorative Home Candles|Decorative Vases,0.2839|0.2435|0.1366,true,low_confidence|ambiguous_top2
B00GA7W07I,"Levi's Men's 514 Straight fit Jean, Shoestring, 36x34",mens_clothing_jeans,Jeans,Products > Clothing > Men's Clothing > Jeans,clothing,Clothing,0.4542,mens_clothing_jeans|footwear_sneakers|footwear_boots,Jeans|Sneakers|Boots,0.4542|0.4232|0.3888,true,ambiguous_top2
B0925V95NP,Dumbbell Rack Stand for Home Gym Weight-330 LBS Weight Capacity Dumbbell Storage Rack 20.50x8.50x27 inches - 2 Tiers & 2 Vertical Slots with Protective Inserts-Compact and Versatile Design (red),tool_storage_tool_benches,Tool Benches,Products > Tools > Tool Storage > Tool Benches,tools,Tools,0.4024,tool_storage_tool_benches|tool_storage_wall_racks|tool_storage_tool_boxes,Tool Benches|Tool Wall Storage|Tool Boxes,0.4024|0.3087|0.2678,false,
B07MMY6VC5,MNLYBABY Sunshine and Whiskey Short Sleeve T-Shirt Women Beach Funny Letters Print Summer Tops Tees Dark Green,womens_clothing_tops,Women Tops,Products > Clothing > Women's Clothing > Women Tops,clothing,Clothing,0.4654,womens_clothing_tops|mens_clothing_shirts|mens_clothing_outerwear,Women Tops|Shirts|Outerwear,0.4654|0.3887|0.3486,false,
B07CJ3LZ6H,"X-Image Women's Pajamas Comfy Pajama Lounge Pants Floral Print Drawstring Wide Leg Palazzo Pants Light Grey, X-Large",mens_clothing_jeans,Jeans,Products > Clothing > Men's Clothing > Jeans,clothing,Clothing,0.3932,mens_clothing_jeans|footwear_boots|womens_clothing_activewear,Jeans|Boots|Activewear,0.3932|0.3498|0.3472,true,ambiguous_top2
B0786VGMLT,"Toys of Christmas Past - TV Ads From the 50's, 60's, & 70's",toys_action_figure_toys_figurines,Figurines,Products > Toys > Action Figure Toys > Figurines,toys,Toys,0.4049,toys_action_figure_toys_figurines|toys_action_figure_toys_movie_figures|toys_action_figure_toys_collectibles,Figurines|Movie Figures|Collectible Figures,0.4049|0.3487|0.3244,false,
B08WH8SD39,"Scotch-Brite Swift Scrub, Bathroom Buildup, Glass Door, Shower and Bath Cleaner, Soap Scum Remover, 3X Faster Than an Eraser Pad, 6, 6 Count",skin_care_cleansers,Cleansers,Products > Cosmetics > Skin Care > Cleansers,cosmetics,Cosmetics,0.3005,skin_care_cleansers|smartphones_screen_protectors|power_tools_grinders,Cleansers|Screen Protectors|Grinding Tools,0.3005|0.2264|0.2262,true,low_confidence
B089W5CXJC,"Laptop Bed Tray Table,Foldable Lap Desk Stand with Cup Holder, Kids Adults Students Cute Multifunctional Lap Bed Desk,Suitable for Eating, Working, Writing, Gaming, Drawing (Pink-White)",computers_laptops,Laptops,Products > Electronics > Computers > Laptops,electronics,Electronics,0.5213,computers_laptops|home_goods_furniture_office|home_goods_furniture_living_room,Laptops|Office Furniture|Living Room Furniture,0.5213|0.4538|0.4132,false,
B07TP6QKTT,"Smooffly Office Desk Accessories, Chaos Coordinator Quotes Vintage Watercolor Floral Mouse Pad, Office Decor for Women, Office Gifts, Desk Decor",computers_peripherals,Peripherals,Products > Electronics > Computers > Peripherals,electronics,Electronics,0.2736,computers_peripherals|tool_storage_tool_boxes|computers_laptops,Peripherals|Tool Boxes|Laptops,0.2736|0.2626|0.2576,true,low_confidence|ambiguous_top2
B06ZXS792B,"Vera Bradley Denim Zip ID Case Wallet, Navy",mens_clothing_jeans,Jeans,Products > Clothing > Men's Clothing > Jeans,clothing,Clothing,0.4196,mens_clothing_jeans|mens_clothing_outerwear|footwear_boots,Jeans|Outerwear|Boots,0.4196|0.3866|0.3247,true,ambiguous_top2
B083G9RY4H,Wine Tumbler Old Cup (Pink T),home_goods_kitchenware_dining_sets,Dining Sets,Products > Home Goods > Kitchenware > Dining Sets,home_goods,Home Goods,0.3296,home_goods_kitchenware_dining_sets|home_goods_kitchenware_cutlery|home_goods_kitchenware_cookware,Dining Sets|Cutlery|Cookware,0.3296|0.3188|0.2766,true,low_confidence|ambiguous_top2
B07SFKYRYW,Mad Scientist tee Funny Mad Scientist Atomic Symbol T-Shirt,mens_clothing_shirts,Shirts,Products > Clothing > Men's Clothing > Shirts,clothing,Clothing,0.2772,mens_clothing_shirts|books_non_fiction_science|kids_clothing_school_uniforms,Shirts|Science Books|School Uniforms,0.2772|0.2095|0.1798,true,low_confidence
B06XFR5HNT,The Phoenix Lights: A Skeptic's Discovery that We Are Not Alone,books_fiction_mystery,Mystery Books,Products > Books > Fiction Books > Mystery Books,books,Books,0.2953,books_fiction_mystery|books_fiction_fantasy|books_fiction_science_fiction,Mystery Books|Fantasy|Science Fiction,0.2953|0.2765|0.2696,true,low_confidence|ambiguous_top2
B076DRQ5XB,Fujifilm Instax SP-3 Mobile Printer - White,smartphones_screen_protectors,Screen Protectors,Products > Electronics > Smartphones > Screen Protectors,electronics,Electronics,0.3353,smartphones_screen_protectors|cameras_memory_cards|cameras_lenses,Screen Protectors|Camera Memory Cards|Lenses,0.3353|0.2471|0.2011,true,low_confidence
B08LHB22XQ,"2021-2022 Planner - Weekly & Monthly Planner with Tabs, 8.4"" x 6.3"", July 2021 - June 2022, Flexible Hardcover, Strong Binding, Thick Paper, Back Pocket, Elastic Closure",books_children_books_pop_up_books,Pop-Up Books,Products > Books > Children Books > Pop-Up Books,books,Books,0.2936,books_children_books_pop_up_books|tool_storage_tool_boxes|books_children_books_board_books,Pop-Up Books|Tool Boxes|Board Books,0.2936|0.2845|0.2534,true,low_confidence|ambiguous_top2
B07MG12KK6,"mDesign Small Plastic Bathroom Storage Container Bins with Handles for Organization in Closet, Cabinet, Vanity or Cupboard Shelf, Accessory Organizer for Hair Tools, Vitamins, or Lotion, 8 Pack, Clear",tool_storage_tool_boxes,Tool Boxes,Products > Tools > Tool Storage > Tool Boxes,tools,Tools,0.5262,tool_storage_tool_boxes|home_goods_furniture_storage|tool_storage_tool_benches,Tool Boxes|Storage Furniture|Tool Benches,0.5262|0.4562|0.4328,false,
B073X37223,MontoPack Disposable Takeout Pans with Clear Lids | 1lb Capacity Aluminum Foil Food Containers with Strong Seal for Freshness & Spill Resistance | Eco-Friendly & Recyclable | 50-Pack of 5x4” Drip Pans,home_goods_kitchenware_food_storage,Food Storage,Products > Home Goods > Kitchenware > Food Storage,home_goods,Home Goods,0.3616,home_goods_kitchenware_food_storage|home_goods_kitchenware_cookware|home_goods_kitchenware_dining_sets,Food Storage|Cookware|Dining Sets,0.3616|0.3429|0.3170,true,ambiguous_top2
B07CRP5ZGG,"mDesign Durable Plastic Storage Bin Stackable Organizer Tote w/Secure Lid, Container for Toy Organizing and Storing; Art Puzzle Crayon Pen Pencil Marker Supply Organization - 4 Pack - Clear",tool_storage_tool_boxes,Tool Boxes,Products > Tools > Tool Storage > Tool Boxes,tools,Tools,0.5016,tool_storage_tool_boxes|toys_action_figure_toys_figurines|tool_storage_tool_benches,Tool Boxes|Figurines|Tool Benches,0.5016|0.3795|0.3674,false,
B07VXG2KD1,"Naiflowers 4 Piece Bathroom Shower Curtain Sets with Non-Slip Rug Bathroom, Toilet Lid Cover, Bath Mat, Shower Curtain, Natural Sea Dolphin Bath Curtain for Living Room Kitchen Entryway",home_goods_decor_rugs,Home Rugs,Products > Home Goods > Home Decor > Home Rugs,home_goods,Home Goods,0.4626,home_goods_decor_rugs|home_goods_furniture_living_room|home_goods_furniture_bedroom,Home Rugs|Living Room Furniture|Bedroom Furniture,0.4626|0.3303|0.3251,false,
B07HMY17SV,QC35 Replacement Charger Cable Cord Compatible for Bose QUIETCOMFORT35 QC35II QC25 QC20 SoundLink II Over-Ear Wireless Headphones (Black),headphones_earbuds,Earbuds,Products > Electronics > Headphones > Earbuds,electronics,Electronics,0.3758,headphones_earbuds|smartphones_chargers|headphones_wireless,Earbuds|Phone Chargers|Wireless Audio,0.3758|0.3289|0.3007,true,ambiguous_top2
B082H6LG1R,"IRON °FLASK Sports Water Bottle - 32 Oz, 3 Lids (Straw Lid), Leak Proof, Vacuum Insulated Stainless Steel, Hot Cold, Double Walled, Thermo Mug, Standard Metal Canteen",camping_gear_sleeping_bags,Sleeping Bags,Products > Outdoor Goods > Camping Gear > Sleeping Bags,outdoor_goods,Outdoor Goods,0.2936,camping_gear_sleeping_bags|team_sports|outdoor_sports,Sleeping Bags|Outdoor Team Sports|Adventure Sports,0.2936|0.2393|0.2270,true,low_confidence
B08934XRS3,"KYLEON Dress for Women Casual, Women's Floral Sleeveless A Line Summer Mini Short Boho Beach Cocktail Party Tunic Sundresses",womens_clothing_dresses,Dresses,Products > Clothing > Women's Clothing > Dresses,clothing,Clothing,0.4275,womens_clothing_dresses|footwear_sneakers|mens_clothing_outerwear,Dresses|Sneakers|Outerwear,0.4275|0.3928|0.3605,true,ambiguous_top2
B07ZS3SWPC,"PHILIPS Digital Alarm Clock Radio for Bedroom FM Radio, LED Display, Easy Snooze, Sleep Timer, Battery Back up (Batteries Sold Seperately)",vehicle_electronics_batteries,Batteries,Products > Automotive Products > Vehicle Electronics > Batteries,automotive_products,Automotive Products,0.3491,vehicle_electronics_batteries|headphones_earbuds|headphones_wireless,Batteries|Earbuds|Wireless Audio,0.3491|0.3069|0.3014,true,low_confidence|ambiguous_top2
B015ZK3ZJ2,"Mohawk Home Laguna Boardwalk Stripe Area Rug, 5'x8', Blue/Grey",home_goods_decor_rugs,Home Rugs,Products > Home Goods > Home Decor > Home Rugs,home_goods,Home Goods,0.5538,home_goods_decor_rugs|kids_clothing_school_uniforms|footwear_boots,Home Rugs|School Uniforms|Boots,0.5538|0.3002|0.2758,false,
B09573KNGW,"GINTOOYUN Right Angle DC to DC Male Power Cable,22AWG DC 5.5MM x 2.1MM Male to 90 Degree DC Male Plug Patch Wire Adapter Extension Cord for Strip Lihgt,CCTV,Car,Monitors,etc(2 Pcs)",power_tools_drills,Power Drills,Products > Tools > Power Tools > Power Drills,tools,Tools,0.3543,power_tools_drills|power_tools_saws|computers_desktops,Power Drills|Saw Tools|Desktops,0.3543|0.3318|0.3005,true,ambiguous_top2
B07QRNR6T6,"Nike Superfly 6 Elite FG Mens Football Boots AH7365 Soccer Cleats (UK 8.5 US 9.5 EU 43, Black Metallic Vivid Gold 077)",footwear_sneakers,Sneakers,Products > Clothing > Footwear > Sneakers,clothing,Clothing,0.5093,footwear_sneakers|footwear_boots|footwear_sandals,Sneakers|Boots|Sandals,0.5093|0.4907|0.3304,true,ambiguous_top2
B07M633JDS,For Milwaukee 49-24-2371 M18 USB Power Charger Adaptor Heated 15-21V Jackets Power Source 18V Li-ion Battery Power Source,smartphones_chargers,Phone Chargers,Products > Electronics > Smartphones > Phone Chargers,electronics,Electronics,0.2964,smartphones_chargers|power_tools_drills|vehicle_electronics_batteries,Phone Chargers|Power Drills|Batteries,0.2964|0.2309|0.2215,true,low_confidence
B0716LZC2C,Youth Flash Lightning Bolt Logo T Shirt for Boys & Stickers (Size 4T) Red,kids_clothing_school_uniforms,School Uniforms,Products > Clothing > Kids Clothing > School Uniforms,clothing,Clothing,0.3553,kids_clothing_school_uniforms|mens_clothing_shirts|footwear_sneakers,School Uniforms|Shirts|Sneakers,0.3553|0.3154|0.2954,true,ambiguous_top2
B07XM9GQPJ,"Crave Metal Car Charger [24W 4.8A 2 Port Dual USB] Zinc Alloy Universal Compact 12 Volt Charger, Smart Charge IC Technology",smartphones_chargers,Phone Chargers,Products > Electronics > Smartphones > Phone Chargers,electronics,Electronics,0.5097,smartphones_chargers|vehicle_electronics_batteries|camping_gear_sleeping_bags,Phone Chargers|Batteries|Sleeping Bags,0.5097|0.4174|0.2755,false,
B07K24F31M,"Galaxy Tab S4 10.5 2018 Case,BRAECNstock Heavy Duty Full-Body Protective Case with 360 Degree Stand/Hand Strap/Shoulder Strap for Samsung Galaxy Tab S4 10.5 (2018) SM-T830/T835/T837 Tablet (Black)",smartphones_cases,Phone Cases,Products > Electronics > Smartphones > Phone Cases,electronics,Electronics,0.4017,smartphones_cases|smartphones_screen_protectors|footwear_boots,Phone Cases|Screen Protectors|Boots,0.4017|0.3620|0.2041,true,ambiguous_top2
B075MKTLSP,Sony (SEL1635GM FE 16-35mm F2.8 GM Wide-Angle Zoom Lens Full-Frame E-Mount Cameras w/Sandisk Extreme PRO SDXC 128GB UHS-1 Memory Card,cameras_memory_cards,Camera Memory Cards,Products > Electronics > Cameras > Camera Memory Cards,electronics,Electronics,0.3916,cameras_memory_cards|cameras_lenses|cameras_tripods,Camera Memory Cards|Lenses|Tripods,0.3916|0.3905|0.3475,true,ambiguous_top2
B07NQJB657,WaterFit Straw Lid - Replacement Cap for Hydro Flask Standard Mouth Sport and Travel Water Bottle 12oz / 18oz / 21oz & 24oz with 2 Straws and Straw Brushes,makeup_foundation,Foundation,Products > Cosmetics > Makeup > Foundation,cosmetics,Cosmetics,0.2556,makeup_foundation|accessories_hats|skin_care_cleansers,Foundation|Headwear|Cleansers,0.2556|0.2235|0.1775,true,low_confidence|ambiguous_top2
B018LMATKE,"CO-Z 11pc Tube Expander Tool Kit with Pipe Cutter, Deburring Tool, Chamfering Tool, 7 Expander Heads 3/8"" to 1-1/8"" | Tube Expanding Tool Kit for Aluminum Pipes, Copper Pipes, More with Storage Case",power_tools_saws,Saw Tools,Products > Tools > Power Tools > Saw Tools,tools,Tools,0.3506,power_tools_saws|hand_tools_clamps|tool_storage_tool_benches,Saw Tools|Clamps|Tool Benches,0.3506|0.3340|0.3293,true,ambiguous_top2
B07DFD3BQD,"BYOS Women's Cute Subtle Sparkly Sequin Cable Knitted Crochet Beret Beanie Hat,Mid-Weight Lightweight (Blue)",accessories_hats,Headwear,Products > Clothing > Fashion Accessories > Headwear,clothing,Clothing,0.434,accessories_hats|mens_clothing_outerwear|footwear_boots,Headwear|Outerwear|Boots,0.4340|0.3142|0.2868,false,
B01GSCLS7W,Samsung Printer Xpress M3065FW Laser All-in-One,computers_laptops,Laptops,Products > Electronics > Computers > Laptops,electronics,Electronics,0.2205,computers_laptops|computers_desktops|computers_peripherals,Laptops|Desktops|Peripherals,0.2205|0.2191|0.2042,true,low_confidence|ambiguous_top2
B06XRRKTWC,RINHOO Sideways Large Initial Necklace 18k Gold Plated Stainless Steel Big Letter Script Name Monogram Pendant Necklace for Women Gift(from Alphabet 26 A-Z),home_goods_decor_candles,Decorative Home Candles,Products > Home Goods > Home Decor > Decorative Home Candles,home_goods,Home Goods,0.306,home_goods_decor_candles|home_goods_decor_vases|toys_action_figure_toys_figurines,Decorative Home Candles|Decorative Vases|Figurines,0.3060|0.2909|0.2774,true,low_confidence|ambiguous_top2
B08T5VRMLH,FZYTMY Funny Doormat Guns Make Me Happy You Not So Much Indoor Outdoor Entrance Floor Mat Home Front Door Mat Non Slip Backing 23.6 X 15.7 Inch,home_goods_decor_rugs,Home Rugs,Products > Home Goods > Home Decor > Home Rugs,home_goods,Home Goods,0.5319,home_goods_decor_rugs|home_goods_decor_wall|home_goods_furniture_outdoor,Home Rugs|Wall Decor|Outdoor Furniture,0.5319|0.3167|0.2894,false,
B075N8GY48,"GOGOSODU Compatible Airpods Strap, Silicone Anti-Lost Strap Wire Cable Connector Sports Neckband Compatible Airpods 3, Pro, 2, 1 Wireless Charging, Black with Red",headphones_earbuds,Earbuds,Products > Electronics > Headphones > Earbuds,electronics,Electronics,0.4124,headphones_earbuds|headphones_wireless|accessories_hats,Earbuds|Wireless Audio|Headwear,0.4124|0.3647|0.2999,true,ambiguous_top2
B0851458R1,NT North Tech 32” HD LED TV | Crystal Clear Screen | CCD Closed Caption | Aspect Ratio:16:9 | Response time:8ms | Resolution: 720p | Stereo Sound | Built-in HDMI/USB/Headphone Jack (2020),televisions_home_cinema,Home Cinema,Products > Electronics > Televisions > Home Cinema,electronics,Electronics,0.4458,televisions_home_cinema|televisions_streaming_devices|vehicle_electronics_infotainment,Home Cinema|Streaming Devices|In-Car Infotainment,0.4458|0.3621|0.2715,false,
B075NS8YXG,"Brightech Ambience Pro - Waterproof, Solar Powered Outdoor String Lights - 27 Ft Vintage Edison Bulbs Create Bistro Ambience On Your Patio - Commercial Grade, Shatterproof - 1W LED, Soft White Light",home_goods_decor_lighting,Decorative Lighting,Products > Home Goods > Home Decor > Decorative Lighting,home_goods,Home Goods,0.3376,home_goods_decor_lighting|home_goods_decor_candles|camping_gear_sleeping_bags,Decorative Lighting|Decorative Home Candles|Sleeping Bags,0.3376|0.3206|0.2704,true,low_confidence|ambiguous_top2
B07GR5FTQJ,"BACOENG 3 Gallon Tempered Glass Lid Stainless Steel Vacuum Chamber Perfect for Stabilizing Wood, Degassing Silicones, Epoxies and Essential Oils",home_goods_kitchenware_food_storage,Food Storage,Products > Home Goods > Kitchenware > Food Storage,home_goods,Home Goods,0.2477,home_goods_kitchenware_food_storage|home_goods_kitchenware_cookware|smartphones_screen_protectors,Food Storage|Cookware|Screen Protectors,0.2477|0.2100|0.1720,true,low_confidence|ambiguous_top2
B07DKZZN1L,"Jormatt 6 Pairs Men No Show Low Cut Socks Non-Slip Women Athletic Sneaker Socks Comfort 100% Cotton Casual Invisible Socks, men shoe size 13-15",footwear_sneakers,Sneakers,Products > Clothing > Footwear > Sneakers,clothing,Clothing,0.4363,footwear_sneakers|footwear_sandals|mens_clothing_jeans,Sneakers|Sandals|Jeans,0.4363|0.4136|0.3412,true,ambiguous_top2
B07KWDBZZQ,"Giantex 6 Inch Tri Folding Memory Foam Mattress w/Case, Soft Removable Bamboo Cover, Used as Fold Up Guest Bed & Camp Cot, Multifunctional Mattress for Sleep Comfort (Queen Size)",camping_gear_sleeping_bags,Sleeping Bags,Products > Outdoor Goods > Camping Gear > Sleeping Bags,outdoor_goods,Outdoor Goods,0.4593,camping_gear_sleeping_bags|pet_accessories_beds|camping_gear_tents,Sleeping Bags|Pet Beds|Tents,0.4593|0.4171|0.3908,true,ambiguous_top2
B08D72RWR1,"HilarityMax Camera Pen with 32GB TF Card and Storage Case, Capture HD 1080P Video and High Resolution Photos, 2.5 Hours of Recording Time, Rechargeable",cameras_memory_cards,Camera Memory Cards,Products > Electronics > Cameras > Camera Memory Cards,electronics,Electronics,0.4953,cameras_memory_cards|cameras_lenses|cameras_tripods,Camera Memory Cards|Lenses|Tripods,0.4953|0.2906|0.2734,false,
B07FD25R48,"Merrell Men's Trail Glove 5 Sneaker, Olive Drab/Beluga, 12",footwear_sneakers,Sneakers,Products > Clothing > Footwear > Sneakers,clothing,Clothing,0.4819,footwear_sneakers|footwear_boots|footwear_sandals,Sneakers|Boots|Sandals,0.4819|0.4158|0.3930,false,
B08XBFYQMD,"COB LED Strip Lights Super Bright,PAUTIX 24ft/7.5m Warm White 2700K CRI90+ Flexible LED Tape,DC24V for Cabinet Home DIY Lighting Projects with 1pcs COB Connector Wire(Power Supply Not Included)",home_goods_decor_lighting,Decorative Lighting,Products > Home Goods > Home Decor > Decorative Lighting,home_goods,Home Goods,0.31,home_goods_decor_lighting|cameras_tripods|televisions_mounts,Decorative Lighting|Tripods|TV Mounts,0.3100|0.2550|0.2494,true,low_confidence
B08CS419Q3,"PetAmi Dog Travel Bag Backpack | Backpack Organizer with Poop Bag Dispenser, Pockets, Food Container Bag, Collapsible Bowl | Weekend Pet Travel Set for Hiking Overnight Camping Road Trip (Turquoise)",pet_food_wet_food,Wet Food,Products > Pet Products > Pet Food > Wet Food,pet_products,Pet Products,0.4161,pet_food_wet_food|camping_gear_sleeping_bags|pet_food_treats,Wet Food|Sleeping Bags|Treats,0.4161|0.3847|0.3831,true,ambiguous_top2
B07H9X8GDC,Women's Lace Dress Sexy Off Shoulder Flare Sleeve Floral Bodycon Party Club Mini Dress,womens_clothing_dresses,Dresses,Products > Clothing > Women's Clothing > Dresses,clothing,Clothing,0.3869,womens_clothing_dresses|accessories_watches|womens_clothing_tops,Dresses|Dress Watches|Women Tops,0.3869|0.3689|0.3449,true,ambiguous_top2
B07MGFD7R6,"BENTOBEN iPad Pro 11 Case 2020 & 2018 with Pencil Holder, (Support Pencil Charging) Glitter Sparkly Folio Stand Cover Auto Wake/Sleep Luxury Smart Case for iPad Pro 11 2nd Generation 2020, Rose Gold",smartphones_cases,Phone Cases,Products > Electronics > Smartphones > Phone Cases,electronics,Electronics,0.2947,smartphones_cases|smartphones_screen_protectors|computers_peripherals,Phone Cases|Screen Protectors|Peripherals,0.2947|0.2650|0.2306,true,low_confidence|ambiguous_top2
B07V43Z9K1,Velvet Braided Flock Padded Headband - AWAYTR Spanish Vintage Style Alice Hair band Matador Headband (purple+white+coffee),accessories_hats,Headwear,Products > Clothing > Fashion Accessories > Headwear,clothing,Clothing,0.4304,accessories_hats|headphones_earbuds|headphones_wireless,Headwear|Earbuds|Wireless Audio,0.4304|0.3517|0.3294,false,
B073TW8XHS,Romwe Women's Loose Ruffle Hem Short Sleeve High Low Peplum Blouse Top Burgundy XL,womens_clothing_tops,Women Tops,Products > Clothing > Women's Clothing > Women Tops,clothing,Clothing,0.3532,womens_clothing_tops|mens_clothing_outerwear|mens_clothing_jeans,Women Tops|Outerwear|Jeans,0.3532|0.3461|0.3006,true,ambiguous_top2
B01MEHRRLU,"NEW GENERATION - Heavy Duty Plastic 2 Pocket Folder, 6 Pack Assorted Primary Colors Poly Folders for Letter Size Papers, Includes Business Card Slot, Great to use at School, Home, Work and Storage",tool_storage_tool_boxes,Tool Boxes,Products > Tools > Tool Storage > Tool Boxes,tools,Tools,0.3695,tool_storage_tool_boxes|camping_gear_sleeping_bags|home_goods_furniture_storage,Tool Boxes|Sleeping Bags|Storage Furniture,0.3695|0.3485|0.3196,true,ambiguous_top2
B00LPWW9VK,Xbox 360 250GB Slim Console - (Renewed),televisions_streaming_devices,Streaming Devices,Products > Electronics > Televisions > Streaming Devices,electronics,Electronics,0.2515,televisions_streaming_devices|computers_peripherals|toys_board_games_dice_games,Streaming Devices|Peripherals|Dice Games,0.2515|0.2134|0.2024,true,low_confidence|ambiguous_top2
B00KZLJMS0,"Columbia Women's Plus Size Fast Trek II Jacket, Black, 1X",mens_clothing_outerwear,Outerwear,Products > Clothing > Men's Clothing > Outerwear,clothing,Clothing,0.4534,mens_clothing_outerwear|mens_clothing_jeans|womens_clothing_tops,Outerwear|Jeans|Women Tops,0.4534|0.3660|0.3217,false,
B08925G8F1,"1080P HD Webcam with Microphone,USB Webcam, Built-in Noise Reduction,Plug & Play Auto Focus,Widescreen Streaming Webcam for PC/Mac Laptop/Desktop Streaming Video Calling Recording Conferencing",televisions_streaming_devices,Streaming Devices,Products > Electronics > Televisions > Streaming Devices,electronics,Electronics,0.4214,televisions_streaming_devices|cameras_memory_cards|cameras_tripods,Streaming Devices|Camera Memory Cards|Tripods,0.4214|0.4158|0.3758,true,ambiguous_top2
B00FOKIR8I,Winsome Wood Devon Butler TV Table with Serving Tray,home_goods_furniture_dining_room,Dining Room Furniture,Products > Home Goods > Furniture > Dining Room Furniture,home_goods,Home Goods,0.4276,home_goods_furniture_dining_room|home_goods_furniture_living_room|home_goods_kitchenware_dining_sets,Dining Room Furniture|Living Room Furniture|Dining Sets,0.4276|0.3986|0.3859,true,ambiguous_top2
B01E6ZY42O,"Zeagoo Women Lace Patchwork Off Shoulder Slim Bodycon Party Club Mini Dress, Black, XL",womens_clothing_dresses,Dresses,Products > Clothing > Women's Clothing > Dresses,clothing,Clothing,0.3932,womens_clothing_dresses|footwear_sneakers|womens_clothing_tops,Dresses|Sneakers|Women Tops,0.3932|0.3872|0.3742,true,ambiguous_top2
B07SG7BK6H,"CUK Stratos Micro Business Desktop (Liquid Cooled Intel Core i7-10700K, 32GB DDR4 RAM, 512GB NVMe SSD + 2TB HDD, 500W PSU, AC WiFi, Windows 11 Pro) Professional PC Computer",computers_desktops,Desktops,Products > Electronics > Computers > Desktops,electronics,Electronics,0.4369,computers_desktops|computers_laptops|computers_peripherals,Desktops|Laptops|Peripherals,0.4369|0.3694|0.2036,false,
B07DVLFK78,"Cooler Master MWE Gold 550 Full Modular 80+ Gold 550W Compact PSU with 120mm Silent Fan, Flat & Flexible Cables, 5 Year Warranty",computers_desktops,Desktops,Products > Electronics > Computers > Desktops,electronics,Electronics,0.2466,computers_desktops|toys_board_games_card_games|computers_laptops,Desktops|Card Games|Laptops,0.2466|0.1809|0.1701,true,low_confidence
B07CM8K7LP,"adidas Men's Standard Tiro 19 Pants, Power Red/White, X-Small",footwear_boots,Boots,Products > Clothing > Footwear > Boots,clothing,Clothing,0.3999,footwear_boots|footwear_sneakers|mens_clothing_jeans,Boots|Sneakers|Jeans,0.3999|0.3985|0.3581,true,ambiguous_top2
B01NARS6P5,SUKUTU Girls Cupcake Popcorn Egg Fruits Milk Box PU Crossbody Handbag Women Small Purse and Cell Phone Shoulder Bag,camping_gear_sleeping_bags,Sleeping Bags,Products > Outdoor Goods > Camping Gear > Sleeping Bags,outdoor_goods,Outdoor Goods,0.3013,camping_gear_sleeping_bags|toys_board_games_card_games|toys_action_figure_toys_anime,Sleeping Bags|Card Games|Anime Figures,0.3013|0.2711|0.2618,true,low_confidence|ambiguous_top2
B07M951GCQ,"8x10 Black Picture Frame, Photo Frames for Wall Tabletop Display, Ready to Hang, Home Decoration",home_goods_decor_wall,Wall Decor,Products > Home Goods > Home Decor > Wall Decor,home_goods,Home Goods,0.363,home_goods_decor_wall|home_goods_decor_wall_art|toys_action_figure_toys_statues,Wall Decor|Wall Art|Action Figure Statues,0.3630|0.3526|0.3264,true,ambiguous_top2
B071Z9MP85,"Party Bargains 2 Lb Aluminum Loaf Pan - (50 Pack) 8.5"" x 4.5"" x 2.5"" Heavy Duty Disposable Bread Pans - Perfect for Baking Homemade Cakes, Lasagna, Meatloaf & Food Serving",home_goods_kitchenware_bakeware,Bakeware,Products > Home Goods > Kitchenware > Bakeware,home_goods,Home Goods,0.3535,home_goods_kitchenware_bakeware|home_goods_kitchenware_cookware|camping_gear_stoves,Bakeware|Cookware|Camp Stoves,0.3535|0.3458|0.3043,true,ambiguous_top2
B0002YXAWO,NEOGEN RODENTICIDE 45-Pack Ramik Rat and Mouse Bait Pail,sports_equipment_fishing,Fishing,Products > Outdoor Goods > Outdoor Recreation > Fishing,outdoor_goods,Outdoor Goods,0.2649,sports_equipment_fishing|pet_food_treats|computers_peripherals,Fishing|Treats|Peripherals,0.2649|0.2463|0.2173,true,low_confidence|ambiguous_top2
